paper_id,title,source,year,cluster
03a9540aa71ee8921d7656e0a78eb08a64f68a94,Towards Transparent Healthcare: Advancing Local Explanation Methods in Explainable Artificial Intelligence,semantic_scholar,2024,1
6cc7bcd5f0a3fc408c5f4fa97fe638ef03dd7fab,Synergizing advanced algorithm of explainable artificial intelligence with hybrid model for enhanced brain tumor detection in healthcare,semantic_scholar,2025,0
3b54c7037005fbb4e827e8787a024dd18e0dd619,Application of explainable artificial intelligence for healthcare: A systematic review of the last decade (2011-2022),semantic_scholar,2022,1
747ce5b1d0178cb08dcf48e43f738f1476876ed5,Explainable Artificial Intelligence (XAI): Concepts and Challenges in Healthcare,semantic_scholar,2023,1
a7cba054110883abe703bb759e869e297e90c7f4,The enlightening role of explainable artificial intelligence in medical & healthcare domains: A systematic literature review,semantic_scholar,2023,1
e78cb101db209a389485792a06c3ec4e86ccc1c8,"A Review on Explainable Artificial Intelligence for Healthcare: Why, How, and When?",semantic_scholar,2023,1
f975e61108df93736dc63e50b4a132b7023b0ccd,Essential properties and explanation effectiveness of explainable artificial intelligence in healthcare: A systematic review,semantic_scholar,2023,1
20c02c51420a69ae39b74d8d73148417819dacc1,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,semantic_scholar,2023,1
1d5831e7b535d4a26efcc730c92bf6e964d602ba,Explainable Artificial Intelligence (XAI) in Healthcare: Enhancing Transparency and Trust,semantic_scholar,2024,1
946485ed9eba9af9528ef9bbc5ccac97346f12f0,A Novel Approach of Brain-Computer Interfacing (BCI) and Grad-CAM Based Explainable Artificial Intelligence: Use Case Scenario for Smart Healthcare.,semantic_scholar,2024,0
068186a0da96ce2c1437a971d08817dd54980116,Explainable Artificial Intelligence in Healthcare,semantic_scholar,2024,1
a1b5e4b4a430058e33498e4d842734344d1fb7f9,The role of explainable artificial intelligence in disease prediction: a systematic literature review and future research directions,semantic_scholar,2025,1
11208cbc06ce190e0821cef5182584b17cc19f15,"A comprehensive review of explainable artificial intelligence in healthcare methods, evaluation, and clinical integration",semantic_scholar,2026,1
1fa9eac98094fce735727c4ff0391448a4038b97,Explainable Artificial Intelligence in Healthcare -A Review,semantic_scholar,2024,1
4d97eefb9efbc39f91922337a90403eb88c2ace7,An Overview for Trustworthy and Explainable Artificial Intelligence in Healthcare,semantic_scholar,2024,1
47ead100d2f049e0b32fd1a449e23d10176a8c38,Explainable Artificial Intelligence in Neuroimaging of Alzheimer’s Disease,semantic_scholar,2025,0
2a0f189edcf522d8568f8fbe32373a17cb77cb57,A Systematic Review of Human-Computer Interaction and Explainable Artificial Intelligence in Healthcare with Artificial Intelligence Techniques,semantic_scholar,2021,1
856df8680f47da9b267b896fcdfdf0fb010f73e4,"Explainable Artificial Intelligence in Healthcare: Current Landscape, Challenges, and Future Directions",semantic_scholar,2026,1
682d9147abcd9a7b1bd536dcdbf2319a75529c54,Explainable Artificial Intelligence for Predictive Modeling in Healthcare,semantic_scholar,2022,0
b89fc2186636ef33f09a1a34315227286a70197b,A Literature Review on Applications of Explainable Artificial Intelligence (XAI),semantic_scholar,2025,1
bb9959d715b8933b2036b94513122f1f9cbbe355,Explainable Artificial Intelligence With Cloud and Blockchain-as-a-Service Model for Consumer Electronics in Connected Healthcare,semantic_scholar,2026,1
a4b0744a93fee40f1e16904af16e06294eff0dcd,Explainable artificial intelligence (XAI): from inherent explainability to large language models,semantic_scholar,2025,1
0024c33a8cca7175b92880b8c47940deeb05e87c,An Explainable Artificial Intelligence Model for the Classification of Breast Cancer,semantic_scholar,2025,0
c3f6a0e8e2468f1baa1aafc689d6acc0a710f82e,Healthcare Trust Evolution with Explainable Artificial Intelligence: Bibliometric Analysis,semantic_scholar,2023,1
421cebc60f864bdfa680bd1021b22c608b480650,Explainable Artificial Intelligence: A Perspective on Drug Discovery,semantic_scholar,2025,1
44c82b19180e786c3993d9bcfd933aa4f14455d3,Towards Transparent and Accurate Diabetes Prediction Using Machine Learning and Explainable Artificial Intelligence,semantic_scholar,2025,0
8137fbbaf69d80dacb87ca05ab516b04bb03db02,From Black Box to Glass Box: A Practical Review of Explainable Artificial Intelligence (XAI),semantic_scholar,2025,1
cf7bd780cc164e913ca9a40753fdb7169bbf826a,A Review of Explainable Artificial Intelligence from the Perspectives of Challenges and Opportunities,semantic_scholar,2025,1
dc49d359f6077e831c3d4ee853979cdf9cb960b1,Synergizing Fusion Modeling for Accurate Cardiac Prediction Through Explainable Artificial Intelligence,semantic_scholar,2025,0
449440154af5b6cadc5fc28c3b76dcb32b193010,Developing a Transparent Anaemia Prediction Model Empowered With Explainable Artificial Intelligence,semantic_scholar,2025,0
684b28b91706535fc89a17f02d69945a01200315,The need for balancing 'black box' systems and explainable artificial intelligence: A necessary implementation in radiology.,semantic_scholar,2025,1
e42c6be8fc7e128956273bd7d8ce32dc14c536ef,"The human factor in explainable artificial intelligence: clinician variability in trust, reliance, and performance",semantic_scholar,2025,1
52053dc5883fdc2259b210277fd2f0cfb8363cbf,Development of explainable artificial intelligence based machine learning model for predicting 30-day hospital readmission after renal transplantation,semantic_scholar,2025,0
6239b56d3d45936b4bd5fa4363f43783ccf71e01,A Brief Review of Explainable Artificial Intelligence in Healthcare,semantic_scholar,2023,1
3f0ec5aacbe55fa4535a522b747e5211447f8ffc,Explainable artificial intelligence for Healthcare applications using Random Forest Classifier with LIME and SHAP,semantic_scholar,2023,1
7fe0c1515d951bbe77e5c12eb436f5a91fc5931f,A Deep Learning and Explainable Artificial Intelligence based Scheme for Breast Cancer Detection,semantic_scholar,2025,0
700b8298d20cd34305d76e12bc94948fd4522b53,Editorial: Explainable artificial intelligence for critical healthcare applications,semantic_scholar,2023,1
ffe1458418ba93a2ea08ebabd52b21c8dba31549,Visualizing Research on Explainable Artificial Intelligence for Medical and Healthcare,semantic_scholar,2023,1
c9526eabe882263c8e54db79b384aa3b74ac3045,A systematic review of explainable artificial intelligence methods for speech-based cognitive decline detection,semantic_scholar,2025,0
df9b9ba53bf8e2eb651f614510b80d986002bf8d,Transformative impact of explainable artificial intelligence: bridging complexity and trust,semantic_scholar,2025,1
839957c7c3911d462f7698a6e5a9ca0d5718e100,Evaluating the sustainability of smart technology applications in healthcare after the COVID-19 pandemic: A hybridising subjective and objective fuzzy group decision-making approach with explainable artificial intelligence,semantic_scholar,2022,1
fb4b16bb22b8898c118412f32fad5601741fb05e,A scoping review of explainable artificial intelligence in sports science,semantic_scholar,2025,1
d49abcd4c3cf05df5aae535bb90e8e805c00aff2,"Explainable artificial intelligence: A survey of needs, techniques, applications, and future direction",semantic_scholar,2024,1
19de417754f10ccdfe45c113c75044afe21fa992,Editorial: Explainable artificial intelligence models and methods in finance and healthcare,semantic_scholar,2022,1
bec1eac7ade48f5a9e40d05ce95a54e272eecfb0,Unveiling the Algorithm: The Role of Explainable Artificial Intelligence in Modern Surgery,semantic_scholar,2025,1
f28f5b4c67b18be74aa3b48659031eb1e31443fa,Harnessing Explainable Artificial Intelligence (XAI) based SHAPLEY Values and Ensemble Techniques for Accurate Alzheimer's Disease Diagnosis,semantic_scholar,2025,0
1c9f96e44e7138049b53ff9cfe593b7f95f44f53,A Survey on Explainable Artificial Intelligence (XAI) Techniques for Visualizing Deep Learning Models in Medical Imaging,semantic_scholar,2024,0
5ad794b62328294f7a86890a1fd4f4c53e7d3037,Corrigendum: Editorial: Explainable artificial intelligence models and methods in finance and healthcare,semantic_scholar,2023,1
11112229889edb04633731b4f218a8d56e2a15ee,Evaluating Explainable Artificial Intelligence (XAI) techniques in chest radiology imaging through a human-centered Lens,semantic_scholar,2024,0
556991c703ebe96424f8698497bd6a6e7b2fde1d,Explainable Artificial Intelligence (Al) through human-AI collaborative frameworks: Quantifying trust and interpretability in high-stakes decisions,semantic_scholar,2025,1
959e56c8323c2d1b27c9b5bb87062398264cd36f,Exploring the Landscape of Explainable Artificial Intelligence (XAI): A Systematic Review of Techniques and Applications,semantic_scholar,2024,1
1e31e2132c1bb8aea8ecb4f2fb735a8901c5b943,NextGen lung disease diagnosis with explainable artificial intelligence,semantic_scholar,2025,0
59e6f76680499eb87e53c37daed00f4baa166c28,The ethics of non-explainable artificial intelligence: an overview for clinical nurses.,semantic_scholar,2025,1
7a09e21059f00d8f5e4b7b2228bf1700c188a263,"Developing an Explainable Artificial Intelligence System for the Mobile-Based Diagnosis of Febrile Diseases Using Random Forest, LIME, and GPT",semantic_scholar,2025,0
346f01d78a4ce4a47781eb49ae044668d7b50fa7,"Explainable Artificial Intelligence: A Comprehensive Review of Techniques, Applications, and Emerging Trends",semantic_scholar,2025,1
ac445ef80fc8f5a219d32706bc79d5f634d67d92,A Survey of the Application of Explainable Artificial Intelligence in Biomedical Informatics,semantic_scholar,2025,1
5e9ebbba8c5b6101b5aa24456aa492f9f70f348b,SmartScanPCOS: A feature-driven approach to cutting-edge prediction of Polycystic Ovary Syndrome using Machine Learning and Explainable Artificial Intelligence,semantic_scholar,2024,0
05aae448e22849d56418fefb06ca810836e27a69,Trustworthy deep learning for malaria diagnosis using explainable artificial intelligence,semantic_scholar,2025,0
a84c5c27b776ca636f2c5ed120e8fcf7669224b0,Detection of sickle cell disease using deep neural networks and explainable artificial intelligence,semantic_scholar,2024,0
33158e438cc21757869cdb447bcd03af7b79f7e9,The application of explainable artificial intelligence (XAI) in electronic health record research: A scoping review,semantic_scholar,2024,0
c336299b31ff2c667d6025afd09e0ece6544ddc8,Explainable artificial intelligence-driven gestational diabetes mellitus prediction using clinical and laboratory markers,semantic_scholar,2024,0
1943a5ed302536d88b93c8a7a593bd60775bb6bf,Breast Cancer Diagnosis: A Comprehensive Exploration of Explainable Artificial Intelligence (XAI) Techniques,semantic_scholar,2024,0
f3f2a38d41b098f93f7fc6a25067f1b44ebe4a59,Explainable Artificial Intelligence in Quantifying Breast Cancer Factors: Saudi Arabia Context,semantic_scholar,2024,0
eac396535483234223fc3e71dd3e53168ed9b5bd,Predicting lung cancer risk using explainable artificial intelligence,semantic_scholar,2024,0
044a0ddac6aaeaa518e79a1bbab929a97a6c9994,An interpretable schizophrenia diagnosis framework using machine learning and explainable artificial intelligence,semantic_scholar,2024,1
8c28559672361149bf314804e22ed953bfebb6b8,Explainable Artificial Intelligence on Biosignals for Clinical Decision Support,semantic_scholar,2024,0
